idx,class,conversation
3382,기타 괴롭힘 대화,"앞으로 쟤랑 말도 섞지마!
내가 뭘 잘못했는데.?
쟤랑 말하고 다니는 사람은 쟤랑 같은 취급할테니깐 말하지말아라!
애들아 내가 뭘 그렇게 잘 못했는데 뭐거 문제인데
그래 랑 말하지말자 애들아
야 너는 나랑 친구잖아.?
언제? 누가? 너랑은 친구한다고 했었어?
왜 그래? 내가 크게 잘 못한게 없잖아
너가 그냥 만만해서 그런거야
내가 왜?
아 몰라 이제 너랑 말하기 싫어."
3383,협박 대화,"야 너 내가 한가지만 물어볼게 말 대답 똑바로 안하면 총맞는다.
누구시죠 절 왜 납치했나요?
새끼야 뻥소니 사고를 내서 내 딸 죽였으면서 말이 많아
네? 아 죄송합니다.
너 하필 왜 내 딸한테 차를 돌린거냐? 우리 딸한테 개인적인 감정이 있냐?
아뇨 당신 딸이 있는 곳은 사람수가 적었고 해서 수많은 사람을 살리기 위해 본능적으로 돌렸어요
입다물어 그래도 넌 내 딸이 있는 곳에 차를 돌리지 말았어야 했어
죄송합니다.
왜 우냐 넌 너가 울 자격이 있다고 생각하냐?
불쌍하니까 어떡게 안울수가 있나요
감성팔이 하네 너도 똑같이 몸 으스러뜨려줄게"
3384,기타 괴롭힘 대화,"대체 왜 나를 이렇게 괴롭히는거야?
뭐야 너가 질문을 해?
너는 그냥 묻는 말에 대답만 해
알겠어
너 무슨 애니 본다고 했지?
원피스
그럼 루피한테 한번 맞아보자.
고무고무 펀지!
윽 윽 너무 아파.
익익 눠뭐 아풔.
크킄 말도 찐따스럽네. 오늘부터 얘랑 말하면 똑같이 맞는다."
3385,기타 괴롭힘 대화,"너 왜 이렇게 머리가 길어?
응? 그냥 기르다 보니까.
하긴 우리 학교가 두발규정이 없으니까 이 만큼 길러도 되겠다.
응.그냥 단정하게 묶고 다니라고만 하셔서.
나는 머리 기르는데 너무 오래걸려서 짜증나 죽겠는데 그래서 니 머리보면 더 짜증나.
응? . 너는 단발도 잘 어울리잖아.
아씨. 나는 긴머리가 하고싶다고. 야 이거 잘라서 나주라.
어? 그게 돼.?
된다고 하면 잘라줄라고? 야 그럼 나 진짜 니 머리 자른다.
아.잠깐만. 하지마 ! 제발 그러지마!"
3386,직장 내 괴롭힘 대화,"밥 먹었어? 점심시간에 뭐 했어?안 심심해?
네.
또 단답이네
아시죠?
뭘 알아?
이상한 헛 소문 낸 거 맞으시잖아요.
왜 날 몰아?
저도 다 들었어요. 모르는 척 안하셔도 됩니다.
날 몰아가는 이유가 뭐냐고 제대로 알고나 말하던가. 더이상 시끄럽지 않고 싶으면 가만히 있어"
3387,협박 대화,"다 너때문에 내가 대회에 탈락된거야
내 탓은 아니잖아.
네가 사과하지 않으면 무슨일이 일어날지 몰라
내가 고의로 그런게 아니잖아
그래도 결과적으론 네가 잘 못해서 내가 불합격됐잖아
나는 잘 못 없다고 생각해
내 인생은 너때문에 끝났어
너의 능력을 왜 내 탓을 하니?
그런식이면 너네 가족 그리고 네 여자친구 다 죽일가야!!
그런식이면 나도 다 죽여버릴거야!"
3388,기타 괴롭힘 대화,"돈 모으기만 해서 뭐하냐?
신경꺼.
쓰지는 않고 거지냐?
쓰는데 아끼는거야.
카페는 한 번도 안가는 주제에.
필요하면 내가 산다.
에휴 불쌍해서 어째?
그만 무시해!
잘 살아봐라. 거지가 부자가 되나?
꺼져."
3389,갈취 대화,"여보세요? 님 맞으신가요?
네 맞는데요?
네 저는 청 공무원 입니다. 다름이아니라 기초수급자 선정기준이 바뀌어서 어르신도 혜택을 받으실 수 있게 되었어요
어이구 감사합니다
주민등록증만 저희 쪽으로 보내주시면 바로 등록해드릴게요.
예 그려요 어떻게 보내면 되는거죠?
저희가 집으로 방문하거나 인근 편의점에 맡겨주시면 직원이 가서 찾아가겠습니다
네. 근데 보이스피싱 아니죠?
저희는 어르신들 생각해서 연락드린 거예요. 모든 어르신들께 혜택을 드릴 수 없어서 전화 끊으시면 순위가 밀려나세요
네 알겠습니다."
3390,갈취 대화,"야 나 니 차 좀 쓴다.
 안돼
 왜? 좀 쓴다고.
 너 저번에도 내 차 빌려가서 사고 냈잖아. 절대 안돼.
 이게 오냐오냐 해줬더니 기어오르네. 내가 니 비밀 알고 있는거 벌써 잊었어? 얘들한테 다 말할까?
 뭐.? 지금 그 이야기가 왜 나와? 잊어주기로 했잖아.
 그러니까 잊어줄테니까 차 내놓으라고.
 너 진짜. 너무한다.
 그래. 차 고마워. 잘쓸게.
 이번이 마지막이야."
3391,갈취 대화,"너 나랑 헤어질꺼야?
응 나 이제 너랑 못 만나
나 너 동영상 가지고 있어. 알아?
너 이런 동영상 언제 찍었어?
너 이 영상 학교에 퍼져도 괜찮겠어? 학교 다닐 수 있겠어?
. 너 이러는 거 범죄야. 얼른 지워줘.
싫어 너가 나 다시 만난다해주면 지울게
알겠으니까 얼른 지워줘
하는 거 보고 지울게 보채지마.
너."
3392,협박 대화,"쿵쿵 울리는 소리가 나서 잠을 잘 수가 없어요. 
무슨 말씀을 하시는거죠? 저는 어제 밤에 집에 있지도 않았는데요?
어제 밤 뿐만 아니라 일주일 내내 시끄러운 소리가 들려요.
무슨말씀이신지 이해가 가지 않습니다. 저는 지난주 내내 출장이라 
없었습니다. 집에 아무도 없었어요. 
거짓말 하지 마세요. 시끄러워서 잠을 잘 수 없다니깐요?
아주머니 정말 이해가 가지 않습니다. 죄송하지만 이만 가주세요. 
저 아줌마 아니에요. 그리고 함부로 말하지 마세요. 
이만 가주세요. 부탁드립니다. 
한번만 더 시끄럽게 해봐요. 가만히 있진 않을테니까
무슨 말씀이시죠? 
다음엔 칼 들고 찾아올테니까 조심 하라고요"
3393,협박 대화,"중구가 시키드나? 경찰들 논간에 놀아나는 거여
어이 정청 이 짱개새꺄 우리가 개 호구로 보이냐?
이런 모지리들
뭐 이새꺄!!
드루와 드루와
이런 미친!!
야 다 드루와 드루와 
죽어 이 짱개 새꺄!!
너네는 오늘 내한테 다 죽는다!!
억!!! 중구 형님."
3394,갈취 대화,"가 안녕하세요 우리의 사랑하는 거래처사장님
나 안녕하세요 잘 지내시죠?
가 예예 덕분에 다름이 아니라 회사가 조금 어려워서 거래처에 돈을 좀 모금받고 있습니다
나 네? 모금이요?
가 네 앞으로 우리랑 쭉 거래하고 싶으면 모금에 협조 좀 해주시죠
나 갑자기 무슨 말씀이십니까 갑질이 너무 심한 거 아닙니까
가 우리가 거래 끊으면 거기 바로 폐업 신고해야해
좋은 말 할때 돈 붙여
나 저희도 힘들어요 몇 백이 작은 돈도 아니고
가 그럼 나도 거래처는 많아 거래 끊을테니 잘 생각하고 내일까지 붙여
나 정말 너무하시네요"
3395,기타 괴롭힘 대화,"손이 아무리 그 모양이라도 그렇지 타자도 너무 늦고 일이 너무 쳐지는거 아닙니까? 낮에 회사에서 씨 때문에 협력업체에서 왜 메일 빨리 안보내주냐고 나한테 난리쳤다고요
 아 저딴에는 빨리 친다고 해도 이게 손이. 말을 안들어서. 죄송합니다.
 아니 답장도 이렇게 늦을 일이냐고. 그냥 장애인들만 모아놓은 회사로 이직하는게 어때요?
 저는 정당하게 입사한거예요.
 아 누가 그거 몰라서 그래요? 그거 그냥 다 허울만 좋은거고 회사에서 국가 지원금 받으려고 고용하는거 몰라요?
 압니다. 그래서 저도 노력 많이 합니다.
 노력만 백날 하면 뭐합니까? 같이 일하는 사람 힘들게 하면 그게 얼마나 민폐인 줄 아세요? 내가 매번 말을 안해서 그렇지 허구한날 씨 뒤치다꺼리 하고 있다고요 내가 당신 뒤치다꺼리하는 사람인줄 알아요? 손 올찮은게 무슨 자랑이라고.
 제가 언제 이게 자랑이라고 했습니까 아. 죄송합니다. 제가 더 분발하겠습니다.
 분발이고 뭐고. 위에다 말할겁니다. 하루이틀도 아니고 내가 힘들어서 안되겠다고요 손 잘려나갈때 양심도 같이 잘려나가버리고 없나 진짜
 정말 말씀이 너무 지나치시네요. 네 그냥 제가 나가겠습니다."
3396,갈취 대화,"당신의 아이를 데리고 있다.
 네? 뭐라고요?
 니 자식을 살리고 싶으면 지금 바로 1억을 준비해라.
 엄마!! 살려주세요!!
 여보세요. 누구세요?
 지금 당장 돈을 준비해서 하천 옆 굴다리로 와라.
 이보세요? 여보세요?
 엄마!!
 지금부터 세 시간을 주겠다. 만약 신고하거나 허튼짓을 하면 니 자식을 영영 못 볼 줄 알아라.
 네!! 알겠습니다!! 일단 우리 애. 우리 애 좀 바꿔주세요. 애는 괜찮은거죠?
 돈 들고 혼자 나와라.
 여보세요? 여보세요!!!"
3397,직장 내 괴롭힘 대화,"아휴 저 새끼 또 지랄이네.
 네? 제가 또 잘못했나요?.
 아니야 아니야 자네가 처음이니까 내가 하나 하나 알려줘야지 맞지?
 아닙니다. 죄송합니다. 제가 알아서 했야 하는데 죄송합니다.
 아니야 그런 사람들 종류가 있어. 한 번 말하면 못 알아듣는.
 죄송합니다. 주의하겠습니다!
 자네 부모님도 참 안타깝다. 하나 뿐인 아들이 이 모양이니.
 . 죄송합니다. 시정하겠습니다.
 자네는 월급을 반만 받아도 되겠어 자네도 인정하지?
 죄송합니다. 죄송하지만 한 번만 더 제가 고쳐야 할 부분 알려주시면 바로 반영하겠습니다."
3398,갈취 대화,"친구 돈 있어?
저요?
웃어. 사람들이 오해해
왜그러세요?
내가 교통비가 없어서 그래 돈 조금만 줘
저 돈 없어요
찾아서 나오면?
왜그러세요 죄송합니다
이거라도 가져갈게
돌려주세요!"
3399,협박 대화,"정신머리를 어디에 두고다니냐? 니네 엄마가 이렇게 하라고 가르치던?
죄송합니다.
죄송하면 다냐고 책임을 지라고 니가 스스로.
면목이 없습니다.
하 이거 말이 안통하네 너 내가 누군지 알아? 이바닥에서 나 모르는 사람 없을껄? 애들시켜서 너 보내는거는 한순간이야.
한번만 기회를 주시면 다시 잘 해보겠습니다.
애초에 잘했어야지 애초에 이딴식으로 꼭 말을해야 정신을 차리네
정말 죄송합니다. 시정하겠습니다.
잘해라 한순간에 너가 사라질 수 도 있어
네 열심히 하겠습니다."
3400,기타 괴롭힘 대화,"저기요 빨리 음식 대접 안하세요?
손님 겨우 2분 지났어요 빨리 대접해 드릴테니 조금만 기다리세요
지금부터 2분26초를 주지 안그러면 이 식당 다 망쳐 놓을 줄알아
아니 손님 대체 왜 그러세요!
아니 종업원주제에 까부네 넌 손님의 노예야 손님이 왕인거 못배웠어?
아니 이 아저씨가 미쳤나 뭐 잘못먹었어요?
뭐라고 이게 진짜 식판을 던저줘 다들 나가
아니 이 손님이 미치긴 했구나
너 좀 맞자"
3401,직장 내 괴롭힘 대화,"아니 일을 이따위로밖에 못하나?
네???
네??? 네?? 지금 대답도 그따위로밖에 못해?
무슨일때문에.
회의 서류 검토 제대로 안해? 원단위가 안맞잖아!
아 죄송합니다 정말 죄송합니다
하나님이 주신 눈은 뜨고다니라고 있는게 아니라 이런거 보라고 있는거라고!!
아 정말 죄송합니다 면목 없습니다
아휴 등신 진짜 이런거 하나 제대로 못하는 무능력한 인간이 어찌 회사는 들어와서
정말 죄송합니다."
3402,갈취 대화,"돈 좀 걷을게?
응?
내가 돈이 좀 딸려서
왜 나한테.그래
니가 만만 하니까
좀 왜그래 손 때.
야 친구끼리?
이게 친구냐고
아님 맞던지
갑자기 왜그래 진짜
맞자 좀
아 미안해"
3403,협박 대화,"지금부터 내가 시키는 대로 해. 안 그럼 당신 와이프가 위험해.
 뭐? 당신이 뭔데 내 아내를 들먹여?
 본론만 말한다. 일주일 시간을 주지. 여기 이 사이트 개발자를 알아와.
 내가 이런 일이나 하려고 컴퓨터 배운 줄 알아?
 그건 알 거 없지. 난 네 기술에만 관심있어.
 난 절대 못해! 지금까지 내가 해온 게 얼만데!
 좋아 아내가 사라져도 상관없다면 하던 일이나 계속 해.
 당신 그러고도 무사할 것 같아? 난 분명히 말했어 못한다고!
 말이 안 통하는군. 네 아내의 일거수일투족 나는 이미 알고 있어. 오늘 12시에는 강남역 10번출구를 지나가고 있더군.
 네가 그걸 어떻게!"
3404,협박 대화,"기사를 내려 줘.
 팩트를 알려주면 내릴 수 있어요.
 팩트가 뭐건 간에 빨리 내려. 사실과 다르다니까.
 팩트를 얘기 안하면 내릴 수 없어요.
 팩트를 얘기할 수는 없어. 이건 개인적인 거라고. 이건 개인의 명예훼손이야.
 어쨌든 사실을 알려주지 않으면 고쳐줄 수 없어요.
 수정 안해주면 가만 안둘거야.
 사실을 알려주셔야 저도 윗사람을 설득해서 수정해 드릴 수 있어요.
 이런 걸 확인도 않고 써놓고 사실을 알려 달라는 게 말이 돼. 미친 야.
 최대한 노력을 해보겠지만 어려울 겁니다.
 이게 기사야. 쓰레기지. 너 같은 인간들 때문에 기자가 욕을 먹는 거야."
3405,직장 내 괴롭힘 대화,"야 그래픽 작업 퀄리티가 이 따위야?
죄송합니다.
아오 진짜 왜 이런 쓰래기들을 뽑았을까?
죄송합니다. 사장님
너 죄송하다는 말만 잘하네 차라리 그런 말할시간에 일이나 해
네 넵
사장님 요즘 신입이 문제죠
아니 아주 물건이 들어왔어 저 신입 재능있어
네? 그럼 왜그리고 혼내나요?
새끼야 이게 다 회사를 위한거야
네? 무슨소리죠
저 녀석이 만든 그래픽 내가 칭찬하면 저녀석이 알아서 저작권 가져간다고
그말은 즉슨
고럼 욕을 해서 폐작이라고 말한 다음 포기시키고 우리가 이 저작권을 꿀꺽하는거야
이야 사장님 천재입니다."
3406,협박 대화,"야 이자식아. 이 자식이 사람을 치네
 죄송합니다. 지나가다 실수로 부딪혔어요
 미안하다면 다냐. 이 개새끼야. 확. 죽여버릴까보다
 죄송합니다.
 아 이새끼가 열받게 하네. 확 손모가지를 뿌러뜨려불라.
 아. 미안합니다. 다만 말씀이 지나치신거 같은데요
 이런 애새끼가. 니가 먼저 쳤잖아. 사시미로 배때기를 확 쑤셔줄까?
 왜 이러세요.
 아. 이 새끼가 열받게 하네. 넌 오늘 내손에 죽는다.
 사람 살려요."
3407,직장 내 괴롭힘 대화,"수진씨 수진씨가 무엇을 잘 못한지 아나요?
 네? 제가 주임님 말씀을 거절하긴 했는데 회사 밖의 일입니다.
근데 왜 클레이이 들어오지? 평소에도 일 못하는거 아니야?
네? 그러진 않습니다. 최선을 다해 일하고 있습니다.
그런데 왜 그러지 수진씨는 3개월 감봉해야할 것 같아.
네? 갑자기 그러시는게 어디있습니까?
수진씨가 규칙을 어겼다는 제보가 쏟아져 나오고 있어. 이게 기사화라도 되면 우리 기업 이미지 생각안하나
아니요. 저는 정말 그런 적 없습니다.
있으면 있는거야 3개월 감봉이면 약한거야 감사히 생각해.
이건 너무 부당합니다."
